"cliid","placa","datapedido"
"2643","KU02IPA","2021-05-22"
"2644","AG67REE","2016-09-17"
"2645","PT68MED","2015-01-01"
"2646","DA77DPK","2021-11-17"
"2647","DC45JFI","2013-04-22"
"2648","XS85FEW","2009-11-23"
"2649","AO29SCV","2010-08-28"
"2650","LN30BNL","2024-01-20"
"2651","YO89XIM","2019-12-09"
"2652","ZC48VLQ","2013-04-25"
"2653","PY71RXW","2023-12-31"
"2654","XG60IEV","2019-09-04"
"2655","TG35PYE","2018-02-05"
"2656","IS51TKH","2016-01-01"
"2657","HO73JDS","2019-08-22"
"2658","UY96RLE","2018-07-25"
"2659","UY52NPL","2021-10-20"
"2660","JR53UPW","2013-10-20"
"2661","KG65MRR","2015-01-03"
"2662","HT37OIG","2020-11-13"
"2663","BL53LLE","2023-01-13"
"2664","GS13HOC","2017-01-25"
"2665","PP09KWG","2021-06-30"
"2666","MC89BRB","2021-10-26"
"2667","UI72JVR","2022-02-12"
"2668","TY42ULT","2022-11-29"
"2669","CX05VLJ","2016-03-09"
"2670","XC96PJD","2016-01-31"
"2671","HY50BQP","2017-04-07"
"2672","YM27JNW","2015-03-21"
"2673","EH72IUE","2013-09-15"
"2674","UO52DWA","2022-01-13"
"2675","HL76WHB","2011-03-24"
"2676","DP61YCW","2009-10-05"
"2677","HJ09DTX","2015-06-12"
"2678","GL08YZS","2012-02-23"
"2679","ZS05HMQ","2014-09-24"
"2680","DI86DDL","2020-02-22"
"2681","OT45SJY","2014-12-22"
"2682","CP27EZG","2013-08-12"
"2683","DT70GPC","2020-07-17"
"2684","XT11CPC","2023-10-30"
"2685","GL74UXA","2013-10-09"
"2686","MX15POW","2013-03-22"
"2687","HT35QEW","2010-02-01"
"2688","BA13NJR","2021-12-01"
"2689","HF62AFZ","2009-12-22"
"2690","RN16LUY","2022-07-03"
"2691","UI32KZW","2013-11-04"
"2692","GR84KUY","2021-07-13"
"2693","CL54WFJ","2020-01-20"
"2694","CV49CSP","2014-03-08"
"2695","ZH89CPC","2023-02-13"
"2696","FP38ZFT","2017-11-09"
"2697","XZ19CLE","2014-05-18"
"2698","FH07IGW","2019-09-27"
"2699","DN55PAO","2018-03-04"
"2700","GM04OMI","2019-08-15"
"2701","CM82NEV","2015-08-25"
"2702","YM95IOP","2018-04-11"
"2703","WW19JGF","2019-10-09"
"2704","KR50XLO","2023-01-20"
"2705","NL14VMR","2018-07-20"
"2706","AZ79HXN","2024-02-20"
"2707","DV29XLR","2012-03-30"
"2708","QR42ZUG","2009-08-10"
"2709","XL88SJE","2017-10-29"
"2710","FE14GAH","2016-10-08"
"2711","ZY19XAT","2010-03-31"
"2712","GA82ITC","2019-01-29"
"2713","MV09PCL","2015-01-12"
"2714","EA61YQM","2011-10-05"
"2715","MG30MIL","2015-02-03"
"2716","LE85ZZI","2010-11-12"
"2717","PQ33TMV","2012-04-25"
"2718","LH28IMY","2019-10-04"
"2719","GM71ZYH","2017-10-21"
"2720","BM98XJH","2013-02-17"
"2721","AR25YIZ","2014-12-08"
"2722","GG93GUZ","2013-02-26"
"2723","RR67KCF","2020-02-28"
"2724","XD81KJY","2019-01-14"
"2725","CW57SFG","2020-02-19"
"2726","GW91QMM","2019-04-27"
"2727","NK34EWI","2011-05-06"
"2728","MA47YWC","2021-10-24"
"2729","PX72ZVQ","2011-11-21"
"2730","LD46MDB","2010-07-14"
"2731","CV53CZT","2020-06-20"
"2732","II49TGH","2011-02-18"
"2733","OO17IJO","2013-05-26"
"2734","NS27ZDR","2021-01-13"
"2735","OE14OTX","2020-04-06"
"2736","MQ28GBN","2013-08-01"
"2737","SP31SGS","2011-08-05"
"2738","TL58BGW","2019-04-09"
"2739","VJ55CEK","2019-08-20"
"2740","FU38PFG","2010-11-27"
"2741","GF89GUM","2020-01-08"
"2742","JC34MTR","2014-11-30"
"2743","NO60JLL","2021-07-27"
"2744","GM81SUK","2017-05-02"
"2745","AM30UUN","2023-05-28"
"2746","EU79IMS","2009-12-28"
"2747","ZB43MRG","2010-10-07"
"2748","YW91OKT","2013-01-21"
"2749","LU61NIF","2009-12-27"
"2750","ES28SEX","2014-09-03"
"2751","MZ86NQL","2016-06-24"
"2752","MQ31UCN","2020-11-20"
"2753","CK60XGX","2014-06-27"
"2754","LQ48XSD","2011-06-15"
"2755","GV63EQP","2023-05-30"
"2756","FK31QTJ","2011-12-28"
"2757","GM60OVA","2015-09-15"
"2758","JS76TGI","2021-03-27"
"2759","KY49MON","2011-05-02"
"2760","TC39XTX","2021-02-14"
"2761","LP47ADA","2021-04-24"
"2762","BV33MWU","2019-02-09"
"2763","SH40QSV","2012-02-28"
"2764","AI05CWC","2022-05-11"
"2765","CU40OAW","2017-07-01"
"2766","OG61PFV","2014-10-07"
"2767","UK00DRT","2009-12-02"
"2768","YL83QQB","2010-12-06"
"2769","DF13BDI","2015-03-06"
"2770","AC70FBJ","2023-06-14"
"2771","SS88CTP","2012-04-02"
"2772","CJ36NFV","2024-03-07"
"2773","IR13NWF","2010-11-06"
"2774","JJ90OGY","2015-03-06"
"2775","AV45KOB","2021-01-21"
"2776","XG31WBA","2014-01-26"
"2777","QV04VEI","2023-07-17"
"2778","QI62WGG","2017-11-25"
"2779","BJ86VXH","2012-09-26"
"2780","XE41DOC","2011-01-13"
"2781","QS18EDM","2021-03-22"
"2782","YC81QSX","2022-03-24"
"2783","UP93SCN","2010-06-22"
"2784","TH00IBK","2012-12-11"
"2785","KZ42MYI","2009-08-31"
"2786","BG58PTK","2011-03-20"
"2787","RJ61EGX","2012-05-02"
"2788","CU21DLF","2015-11-15"
"2789","AA99HUZ","2019-12-05"
"2790","ON12SDB","2016-06-01"
"2791","MH97XXN","2013-02-07"
"2792","CB90RDH","2018-03-08"
"2793","NA42MRP","2019-06-14"
"2794","ZZ58NRC","2022-05-31"
"2795","HH29YBU","2015-03-25"
"2796","EY16NVZ","2015-10-20"
"2797","ZA20GSQ","2020-01-14"
"2798","SW53JNJ","2021-10-10"
"2799","PU49DHI","2019-04-30"
"2800","NI83WKP","2017-11-16"
"2801","HH89QHX","2013-09-06"
"2802","YU47YDZ","2023-11-05"
"2803","TB51PAG","2011-11-26"
"2804","GI44GQH","2014-01-31"
"2805","AB97LTA","2023-12-25"
"2806","BE62SAF","2012-03-27"
"2807","SJ68IXV","2021-01-21"
"2808","UD46AYN","2013-05-25"
"2809","VV65LWS","2010-01-14"
"2810","IU06IVZ","2012-03-08"
"2811","PH85MMD","2023-10-27"
"2812","GK81IQU","2024-03-16"
"2813","ZF40GVY","2013-07-15"
"2814","VF47VOT","2017-08-02"
"2815","FC52XXP","2017-08-22"
"2816","GZ55KSH","2017-02-28"
"2817","MO13NKU","2018-10-11"
"2818","AW44FLW","2023-12-31"
"2819","UP29WFD","2016-08-21"
"2820","QJ37BPR","2018-06-07"
"2821","MI99HLO","2019-05-10"
"2822","TS25HTQ","2014-03-11"
"2823","LP11TCJ","2014-05-26"
"2824","KB82RPN","2017-03-22"
"2825","AB91FXY","2010-09-30"
"2826","TH74NML","2013-09-07"
"2827","SV39OUQ","2017-11-30"
"2828","XM56AAX","2011-08-24"
"2829","GP80QCP","2015-02-22"
"2830","HV36SNP","2021-02-14"
"2831","JJ55OOK","2021-09-08"
"2832","RZ40JHB","2022-07-03"
"2833","GX49FCA","2021-09-20"
"2834","FP85SBQ","2014-06-10"
"2835","BB77AOJ","2024-03-15"
"2836","WU46AUQ","2023-09-04"
"2837","YZ49COL","2010-03-09"
"2838","NG55YBH","2013-04-08"
"2839","TO08DIY","2021-03-03"
"2840","XL40FIB","2012-08-08"
"2841","MX95YHH","2010-05-26"
"2842","HC59BVX","2009-12-18"
"2843","PC53XSB","2014-12-04"
"2844","NY82GIB","2010-09-09"
"2845","VM51TYP","2022-04-27"
"2846","LG38AVM","2017-01-21"
"2847","NR56SCB","2022-01-23"
"2848","GB58MUX","2020-04-30"
"2849","IG53VQF","2014-01-17"
"2850","SP16KOG","2019-03-24"
"2851","PJ20UWC","2021-07-13"
"2852","QT48QRX","2024-03-21"
"2853","PF07MLC","2024-02-28"
"2854","QH60DMP","2014-09-06"
"2855","FG94NWH","2018-09-16"
"2856","BV78ELZ","2021-12-07"
"2857","XI47KTT","2017-01-01"
"2858","WN15DMC","2015-06-08"
"2859","VT33JUV","2023-09-28"
"2860","KI37ILI","2015-07-20"
"2861","PU84SIA","2020-08-24"
"2862","UZ59QUD","2013-02-10"
"2863","RO19YFE","2024-01-03"
"2864","PQ92ZEK","2014-07-28"
"2865","PL97KQE","2014-02-09"
"2866","ZD00IRC","2013-05-10"
"2867","OX30GAB","2017-09-18"
"2868","IG22FXF","2017-02-06"
"2869","RU97AID","2011-07-06"
"2870","TW67CCL","2018-03-14"
"2871","PT48EUL","2018-08-22"
"2872","IN93WEI","2015-12-26"
"2873","TA70CAH","2020-10-23"
"2874","UY73UAR","2014-09-18"
"2875","CG17RAA","2023-06-06"
"2876","NM31NSK","2021-01-08"
"2877","QD53RPV","2022-03-04"
"2878","RI49FTG","2012-12-15"
"2879","DG29WUB","2019-07-03"
"2880","XA24GDH","2012-02-24"
"2881","RN48YSA","2014-01-14"
"2882","FQ48PYG","2009-08-03"
"2883","GX76CMI","2019-02-25"
"2884","KD90XZX","2011-07-16"
"2885","FF99SFD","2020-09-07"
"2886","NF45IZP","2017-12-13"
"2887","JP40DTG","2019-09-19"
"2888","KE14NIE","2013-05-02"
"2889","UV51AUQ","2011-10-08"
"2890","RK70XDS","2015-07-06"
"2891","BR79CCJ","2018-12-15"
"2892","AV12NYQ","2015-06-15"
"2893","PO33XNS","2018-01-10"
"2894","UL95UMH","2016-10-08"
"2895","QO76HST","2020-09-05"
"2896","EB73TBD","2019-04-28"
"2897","GH34OJC","2020-12-05"
"2898","XA28WQD","2020-05-09"
"2899","TX44PXE","2018-12-08"
"2900","YI19XTY","2015-01-07"
"2901","WW70MFQ","2009-08-15"
"2902","SV15MSR","2016-10-05"
"2903","IR82HRQ","2018-07-28"
"2904","CW90WAN","2014-04-20"
"2905","HY93CPZ","2017-09-13"
"2906","BN21FJW","2020-04-29"
"2907","LP42ZOH","2016-07-17"
"2908","PI40USJ","2014-11-22"
"2909","PO79UJA","2011-05-08"
"2910","WZ52IRJ","2013-10-27"
"2911","FW42ICG","2022-02-24"
"2912","ZA38UHW","2012-05-28"
"2913","MH35HGS","2023-09-03"
"2914","WX74UAK","2019-11-22"
"2915","UP27GYW","2011-04-11"
"2916","YQ63UIQ","2014-05-20"
"2917","UV21EFL","2020-03-20"
"2918","CK93XIQ","2023-09-06"
"2919","DE34LIM","2021-09-17"
"2920","VD25MUL","2011-04-23"
"2921","XV33GKG","2010-02-26"
"2922","NX77YGG","2014-03-02"
"2923","OI74NZY","2019-01-04"
"2924","XO58PNX","2016-12-13"
"2925","BC62GJS","2017-10-08"
"2926","SJ47XAW","2011-09-17"
"2927","NG33WZF","2022-09-13"
"2928","SQ00YFG","2011-07-18"
"2929","US58DUE","2014-03-09"
"2930","WZ44DYR","2019-12-06"
"2931","GE84KUO","2015-07-13"
"2932","PB33TJD","2017-07-22"
"2933","FO76MVC","2019-11-29"
"2934","SL49RML","2010-06-11"
"2935","YO64QCB","2021-08-27"
"2936","UK46ISW","2021-06-28"
"2937","RZ12CVS","2011-02-23"
"2938","VA30JXW","2011-07-19"
"2939","GW22FGJ","2019-06-20"
"2940","TT01UPS","2017-08-05"
"2941","TY78BRT","2018-01-24"
"2942","IF88ENU","2019-10-28"
"2943","VX99FSF","2012-02-09"
"2944","XZ71KMK","2011-03-18"
"2945","VK71SOY","2015-07-14"
"2946","KL04GIA","2017-08-22"
"2947","PF42BBW","2014-10-15"
"2948","SW12QFI","2016-06-10"
"2949","OT11VRL","2018-01-18"
"2950","OY29SJN","2012-07-22"
"2951","AU54MYX","2016-05-19"
"2952","PS55SVX","2011-06-21"
"2953","QA50BGG","2021-06-17"
"2954","IE17INJ","2018-09-03"
"2955","WW02RZR","2019-01-15"
"2956","UK42HGA","2011-10-23"
"2957","WT10AMH","2016-05-10"
"2958","SS76TCQ","2012-08-22"
"2959","XJ93TYO","2013-04-08"
"2960","MT51QZZ","2023-01-24"
"2961","QN09CTJ","2023-12-20"
"2962","NO72KZH","2011-12-15"
"2963","DA90KLV","2021-05-17"
"2964","KU95CUY","2015-07-02"
"2965","NN76YHI","2018-05-04"
"2966","GR17ZKF","2018-03-12"
"2967","MV64FAU","2009-12-06"
"2968","BM82MZU","2020-01-30"
"2969","WP12PIY","2011-02-10"
"2970","YQ30UNO","2011-06-06"
"2971","AJ12VVU","2020-11-17"
"2972","KI35QPX","2014-02-07"
"2973","UU13CEZ","2014-06-28"
"2974","NX85UKJ","2019-06-30"
"2975","IA21NNC","2012-09-21"
"2976","FY60KHD","2013-03-13"
"2977","CM21TWW","2014-11-02"
"2978","WA69SFG","2010-08-05"
"2979","OK37QWD","2021-03-15"
"2980","OA84HWR","2020-05-16"
"2981","WC88ZQV","2016-07-03"
"2982","DP78GRO","2016-12-08"
"2983","MX24IYI","2012-05-30"
"2984","KG92MTL","2018-04-24"
"2985","SZ76UWF","2024-04-05"
"2986","CD23FCM","2019-07-26"
"2987","IN88DFQ","2015-04-14"
"2988","BC48BFY","2016-09-15"
"2989","PI14ZBA","2010-09-05"
"2990","YP77EXL","2020-02-03"
"2991","UB96DTD","2023-03-08"
"2992","UM49DHG","2021-08-24"
"2993","JW42GGX","2013-11-24"
"2994","ZR73LWB","2023-05-06"
"2995","BV80XVF","2011-05-13"
"2996","RF30GTZ","2021-03-06"
"2997","DB05CXZ","2019-04-12"
"2998","RQ56DSN","2016-11-23"
"2999","NX41LRZ","2021-02-11"
"3000","GJ92UTX","2011-11-20"
"3001","KF47IJU","2021-01-11"
"3002","CN50IOE","2009-12-25"
"3003","GZ50UBJ","2021-05-29"
"3004","QA54LXX","2010-12-11"
"3005","PW76SEQ","2014-01-25"
"3006","UX92TWJ","2013-05-19"
"3007","CK16VKF","2018-04-17"
"3008","FY93LOH","2020-11-06"
"3009","IL67FIX","2020-04-07"
"3010","CA66XEA","2024-01-22"
"3011","AW50IXP","2013-07-16"
"3012","AN09TIV","2016-05-22"
"3013","LE02YBQ","2017-02-21"
"3014","EI13WPY","2010-02-24"
"3015","KA10IUB","2019-05-30"
"3016","ZU47BGA","2019-10-24"
"3017","HS16YBY","2017-12-24"
"3018","ZL36QHZ","2016-01-29"
"3019","VQ40XSE","2012-03-21"
"3020","GW76IGV","2015-07-01"
"3021","QC90SLT","2019-08-06"
"3022","KI09JOL","2016-11-10"
"3023","VE32RKH","2010-06-11"
"3024","JN10FMR","2015-09-01"
"3025","SM21MZZ","2018-11-23"
"3026","XD02UJE","2015-03-20"
"3027","XC57EAH","2012-08-23"
"3028","ZB20FTU","2010-02-25"
"3029","AE26ICW","2020-04-01"
"3030","RE11ZLZ","2017-11-14"
"3031","EF08NFD","2013-11-09"
"3032","TS95CRH","2013-10-07"
"3033","OK35FDY","2022-04-26"
"3034","UK76BHM","2020-03-12"
"3035","UR08PWH","2022-08-17"
"3036","KB54GIV","2016-06-26"
"3037","FF94CVC","2017-08-23"
"3038","DK96ZIS","2012-03-17"
"3039","RD40WOQ","2020-02-05"
"3040","WH60GME","2021-07-07"
"3041","LA20FVZ","2014-07-31"
"3042","PZ73SGQ","2022-09-30"
"3043","QM38ZHM","2018-02-04"
"3044","PW46CLN","2013-07-31"
"3045","KX02GOY","2012-04-01"
"3046","II67CZM","2013-12-04"
"3047","QR61HIH","2015-02-14"
"3048","AY00LZW","2019-04-12"
"3049","IE01UAU","2014-07-23"
"3050","WN60BMT","2012-07-23"
"3051","TY83LWC","2021-04-01"
"3052","XD63EUE","2018-03-11"
"3053","HL06MGT","2009-11-11"
"3054","LP28FXH","2010-03-23"
"3055","QG45MRN","2022-03-08"
"3056","NH93PTO","2024-04-09"
"3057","HD13CWO","2016-02-29"
"3058","DO64IIT","2018-04-19"
"3059","HV25EBO","2020-01-01"
"3060","MO68DLW","2015-05-26"
"3061","AP92GWM","2019-12-29"
"3062","OT69BIS","2014-03-31"
"3063","QH17VEK","2013-08-01"
"3064","CJ68TRP","2014-10-22"
"3065","UK83JOT","2010-06-20"
"3066","FJ53FBP","2021-04-24"
"3067","OR14UZF","2021-06-06"
"3068","JA20FDO","2015-03-29"
"3069","TJ79TFP","2015-01-10"
"3070","WR88EZD","2013-08-08"
"3071","CY32FCB","2010-05-04"
"3072","OY29QBD","2012-07-30"
"3073","UR37IZD","2017-10-15"
"3074","UX44WZC","2024-04-16"
"3075","WC32BNJ","2010-04-10"
"3076","LG95AWW","2021-03-17"
"3077","FA27GRN","2018-03-28"
"3078","BF00IFK","2015-05-15"
"3079","RO21PCP","2019-04-30"
"3080","MT15LHZ","2020-07-03"
"3081","WG02WTZ","2023-05-01"
"3082","EY41AKW","2021-03-12"
"3083","XC74UMI","2022-10-01"
"3084","EC13QTF","2010-10-29"
"3085","DY04JXU","2018-07-19"
"3086","SO63KHJ","2016-02-05"
"3087","JE51ZCF","2023-04-08"
"3088","GT52OHH","2019-01-30"
"3089","NM02KEB","2015-08-19"
"3090","UD04VEY","2013-03-18"
"3091","XF00OIS","2017-02-08"
"3092","TP89VEU","2014-10-08"
"3093","PS85LKE","2020-09-13"
"3094","FG83CWR","2017-08-27"
"3095","RQ37TQU","2022-06-21"
"3096","YF72VDB","2009-12-12"
"3097","CE10TXF","2014-07-27"
"3098","IU71WPE","2011-01-06"
"3099","DM83PWW","2013-01-07"
"3100","VB67GRB","2019-06-11"
"3101","SU36KQS","2011-02-10"
"3102","ET14LDB","2019-06-24"
"3103","MT64WIC","2023-03-18"
"3104","AH68VXP","2021-06-29"
"3105","DK73TED","2016-09-06"
"3106","OY82XTR","2021-04-21"
"3107","YG94LYR","2023-01-13"
"3108","BH15MLA","2013-02-21"
"3109","NZ10CHR","2016-07-10"
"3110","NP85OQO","2013-01-23"
"3111","XD43XQD","2016-06-30"
"3112","NU52MZL","2010-10-23"
"3113","XL19EVN","2015-09-26"
"3114","AW03LYR","2022-10-22"
"3115","JJ73GTH","2020-11-05"
"3116","EJ37DMW","2017-06-09"
"3117","FE46ZBV","2010-08-25"
"3118","NI12DUK","2022-03-19"
"3119","FF37YWC","2011-08-09"
"3120","KL64SRW","2014-01-06"
"3121","WG70LNC","2020-11-21"
"3122","PL36GRP","2014-06-24"
"3123","VW78HLJ","2021-11-29"
"3124","AR85ELF","2022-04-30"
"3125","TQ23ZEW","2013-12-30"
"3126","RK53TSC","2017-05-22"
"3127","HW75ZOI","2019-07-14"
"3128","MC72OZK","2023-12-07"
"3129","LX09GKV","2021-03-26"
"3130","GI90ACI","2013-03-07"
"3131","IX95EFH","2013-01-31"
"3132","VH50ZKX","2010-09-12"
"3133","RD69QKS","2015-11-01"
"3134","WL24WEC","2015-05-14"
"3135","LE68IBG","2019-08-29"
"3136","WT93LMD","2018-02-18"
"3137","RN86QVZ","2010-07-08"
"3138","YX11HLD","2014-02-03"
"3139","RL14DBA","2022-12-29"
"3140","ML33NTX","2012-03-19"
"3141","MC36KLX","2012-03-10"
"3142","FI26UAF","2019-04-15"
"3143","PN46UXO","2014-09-05"
"3144","IL87GDM","2017-05-07"
"3145","KB24ICU","2018-02-03"
"3146","WG42HRQ","2021-09-10"
"3147","XI50BWY","2016-10-26"
"3148","KL20URC","2010-08-25"
"3149","LA82QJB","2020-01-23"
"3150","FJ56ONP","2016-03-21"
"3151","HM78LQS","2020-12-19"
"3152","ER15KXG","2015-01-14"
"3153","VR98REL","2015-10-23"
"3154","HI18EEY","2016-01-18"
"3155","AC59PJA","2023-08-10"
"3156","FV32HJI","2022-06-12"
"3157","JP90CSW","2023-04-13"
"3158","BA55HNB","2021-04-23"
"3159","IO32TAR","2010-02-05"
"3160","JN12RPE","2018-03-31"
"3161","FO07FZV","2017-07-01"
"3162","CS68PPB","2014-10-13"
"3163","GY59NDA","2022-11-12"
"3164","EB91ARV","2015-05-06"
"3165","HT50ZAJ","2019-04-02"
"3166","DE28ENU","2024-02-24"
"3167","ES70PMZ","2014-02-08"
"3168","DL86JEJ","2020-09-19"
"3169","KD47RLO","2021-06-28"
"3170","VR62DCN","2018-03-18"
"3171","VM99ELV","2021-10-09"
"3172","KI81HSZ","2021-12-18"
"3173","BP89CKC","2022-10-10"
"3174","KD10SQQ","2012-11-18"
"3175","LQ11TTS","2010-05-20"
"3176","KZ13CRJ","2017-07-07"
"3177","ZF36KIZ","2019-09-29"
"3178","MO92PXM","2022-11-01"
"3179","NX00VXW","2019-02-05"
"3180","ON76FYK","2014-04-05"
"3181","FS34EUP","2017-10-24"
"3182","QB75NKB","2010-06-29"
"3183","TQ37YQV","2009-09-20"
"3184","PF51TGG","2011-02-18"
"3185","KK17GKK","2012-01-29"
"3186","DR35FIX","2010-11-21"
"3187","UM13QYP","2011-10-08"
"3188","NR07FAP","2009-10-10"
"3189","HP89BHB","2016-06-21"
"3190","YH36RZI","2023-05-22"
"3191","IH30SSR","2009-08-18"
"3192","TO39TKV","2017-12-17"
"3193","OL39EQB","2018-07-02"
"3194","VM94RDE","2012-09-15"
"3195","QG11HVT","2023-09-03"
"3196","FG22SZE","2017-10-12"
"3197","BJ25ICX","2009-12-06"
"3198","OX06DXS","2019-11-09"
"3199","YQ16BAU","2014-02-17"
"3200","HE27YYL","2011-07-08"
"3201","KR83QYT","2016-09-29"
"3202","FS51DYR","2022-07-11"
"3203","ME23NUQ","2022-04-24"
"3204","WQ50ABB","2013-08-06"
"3205","UP69KMC","2020-10-13"
"3206","FZ66RFK","2011-07-17"
"3207","UY97UYH","2020-11-02"
"3208","BX34QTL","2018-03-15"
"3209","ED54PCO","2023-02-10"
"3210","JL24QNJ","2020-06-16"
"3211","GZ84UUN","2021-10-26"
"3212","ZF36ROI","2010-11-13"
"3213","QD09XII","2020-01-07"
"3214","CU63XKV","2013-08-05"
"3215","BA70HMU","2015-01-12"
"3216","FU37ARL","2018-06-13"
"3217","CP03XJE","2010-07-13"
"3218","FH47MKK","2011-03-30"
"3219","YC91FFJ","2021-12-28"
"3220","SS61IOK","2010-10-22"
"3221","GE19PNL","2020-05-31"
"3222","KT57HAC","2011-05-16"
"3223","HH48FEO","2010-05-20"
"3224","FY23MFO","2022-01-31"
"3225","KB07FMJ","2021-05-29"
"3226","CI08MSG","2012-10-07"
"3227","RR84MAD","2010-06-21"
"3228","DN63GVD","2019-04-21"
"3229","JQ77UGV","2017-04-15"
"3230","PB30PDY","2017-12-05"
"3231","MO55KAN","2023-10-07"
"3232","VT15CVP","2019-09-07"
"3233","RM98GFG","2024-01-01"
"3234","JA18BDN","2011-06-05"
"3235","HQ15NAQ","2011-07-17"
"3236","HT68GDC","2023-05-05"
"3237","HP97BYT","2022-12-09"
"3238","IR96THQ","2023-07-23"
"3239","IB87OGN","2022-12-22"
"3240","KC14DLS","2018-12-03"
"3241","KZ01WVS","2016-06-13"
"3242","LZ11GVE","2014-08-05"
"3243","UH30RVC","2015-06-21"
"3244","HE41HIO","2017-12-01"
"3245","BC91ZIF","2022-05-02"
"3246","IZ41GYC","2015-12-30"
"3247","NF26XCV","2013-09-08"
"3248","BP75WRK","2022-02-11"
"3249","FY86AKJ","2015-04-05"
"3250","AR04UXP","2012-10-09"
"3251","OJ61OWU","2010-11-24"
"3252","JM25ELV","2011-03-06"
"3253","AX59IDM","2017-04-04"
"3254","QC67PHM","2018-05-03"
"3255","OD42QPB","2014-08-08"
"3256","JG37HAN","2012-08-31"
"3257","HM12BYN","2020-11-07"
"3258","IN23DJU","2023-07-11"
"3259","WL46VGI","2018-06-23"
"3260","LC00DRQ","2017-11-05"
"3261","IV43KCS","2013-02-06"
"3262","NA85KVN","2010-07-23"
"3263","UH38HXL","2012-06-16"
"3264","YJ87IGC","2013-02-28"
"3265","LB72SQQ","2010-03-16"
"3266","PR36UQL","2024-01-25"
"3267","GM32NUD","2020-09-03"
"3268","WA06PGS","2020-05-08"
"3269","NL48AFL","2017-07-08"
"3270","OZ99MXL","2021-05-25"
"3271","FL64PJI","2024-01-15"
"3272","FZ01BTH","2023-03-18"
"3273","FO67UIW","2016-12-10"
"3274","KY11NXK","2020-06-25"
"3275","CL43CPT","2022-10-25"
"3276","QG62XKH","2018-05-08"
"3277","IH86YMB","2013-12-27"
"3278","NC58QLY","2010-12-19"
"3279","HE62MQX","2011-12-31"
"3280","UC03PWX","2015-12-13"
"3281","ND92ROU","2014-02-15"
"3282","KK72HEY","2010-12-07"
"3283","HH24QQO","2014-05-05"
"3284","JE26NFW","2018-04-04"
"3285","CW53ADI","2024-02-29"
"3286","XJ02TQH","2020-02-03"
"3287","JS70DBC","2023-03-07"
"3288","PH36GLA","2012-04-28"
"3289","CO74RHV","2023-11-26"
"3290","OE54EJV","2023-06-28"
"3291","CQ94OZL","2019-10-09"
"3292","AG52VNO","2018-04-14"
"3293","ZR06HNT","2023-01-26"
"3294","QD27LUO","2017-10-13"
"3295","BR87VPB","2012-03-25"
"3296","RA30GHE","2020-01-09"
"3297","HW75SEC","2021-02-10"
"3298","TN72NLX","2018-12-31"
"3299","IC75FBI","2013-08-30"
"3300","UI48QOP","2021-07-17"
"3301","JV06CVX","2015-02-08"
"3302","SA14KHL","2010-10-10"
"3303","UQ43SBM","2021-01-15"
"3304","CQ93DVE","2010-10-21"
"3305","XX59HST","2017-09-13"
"3306","BS70JOU","2020-07-17"
"3307","IO92DSY","2010-08-01"
"3308","ZF93TUL","2009-09-11"
"3309","SP01TIT","2021-03-14"
"3310","NC17KCZ","2024-03-07"
"3311","AH80DNQ","2017-01-13"
"3312","GY00CAJ","2019-07-29"
"3313","MO17PNO","2016-04-22"
"3314","XV62CZM","2017-07-02"
"3315","YC25QZS","2019-01-16"
"3316","DL49XGF","2016-08-22"
"3317","ZG98OHL","2015-11-22"
"3318","IX55XRB","2020-02-20"
"3319","ND88NBT","2022-09-27"
"3320","DB66HHP","2013-03-09"
"3321","GD93APP","2012-03-13"
"3322","VX41NWI","2022-01-17"
"3323","EX54WMY","2022-05-22"
"3324","JL73EFQ","2019-03-17"
"3325","TO74TRZ","2017-04-01"
"3326","QB95REE","2020-08-31"
"3327","XZ24SUH","2023-07-26"
"3328","JM29WQI","2022-12-15"
"3329","IW02DNV","2010-05-18"
"3330","RS46WET","2023-09-24"
"3331","SD78LTD","2022-04-07"
"3332","LB42ZMG","2012-03-03"
"3333","SC75TGF","2023-01-19"
"3334","SP06AKU","2022-06-10"
"3335","XR89VAF","2017-11-05"
"3336","LE06IIM","2021-12-19"
"3337","BH96LRB","2019-12-11"
"3338","RW47YEN","2022-03-30"
"3339","VK24MCI","2020-08-18"
"3340","JU46NXK","2022-02-26"
"3341","NF21VKO","2018-03-27"
"3342","CU51AUL","2013-07-26"
"3343","QA76USI","2012-01-09"
"3344","ZK93JKQ","2012-12-13"
"3345","FZ87YCV","2020-01-21"
"3346","BW94ZHS","2012-09-11"
"3347","OX38YDI","2022-09-19"
"3348","RP02AUP","2020-01-08"
"3349","PC74WOY","2010-02-09"
"3350","CW11SQU","2020-11-26"
"3351","NQ99MWA","2015-01-29"
"3352","QG97CTZ","2013-09-18"
"3353","ZH58LYF","2014-03-05"
"3354","RR64YMI","2022-10-14"
"3355","WF50CZG","2018-07-02"
"3356","QH95AMF","2010-10-04"
"3357","WX15QXP","2011-06-18"
"3358","OW05PYT","2018-07-21"
"3359","FF28EIZ","2021-02-03"
"3360","WI90AWE","2014-10-24"
"3361","RC13FVH","2013-03-31"
"3362","KR01UEB","2011-08-05"
"3363","GH37NRQ","2019-08-05"
"3364","JG20TPW","2017-03-14"
"3365","TB43EBF","2014-05-15"
"3366","HD83QVO","2012-08-17"
"3367","JL69KIY","2019-12-29"
"3368","XS01JPD","2019-07-14"
